name,sex,total,d1950,d1960,d1970,d1980
Lauro,M,851,173,177,229,272
Laury,F,707,218,307,124,58
Laury,M,28,28,0,0,0
Lauryn,F,1341,19,85,138,1099
Lavada,F,987,397,286,186,118
Lavanda,F,325,79,89,96,61
Lavar,F,11,0,0,6,5
Lavar,M,1207,18,10,605,574
Lavaughn,F,149,75,49,25,0
Lavaughn,M,322,80,56,102,84
Laveda,F,433,139,124,113,57
Lavell,F,99,30,52,12,5
Lavell,M,1312,163,270,424,455
Lavelle,F,368,105,110,106,47
Lavelle,M,1092,133,208,359,392
Lavena,F,393,103,127,96,67
Lavenia,F,544,185,156,148,55
Lavera,F,583,210,176,100,97
Lavern,F,2707,1398,884,299,126
Lavern,M,2043,960,602,281,200
Laverna,F,667,328,211,103,25
Laverne,F,10253,5772,3271,958,252
Laverne,M,1885,969,561,244,111
Laveta,F,443,181,146,77,39
Lavetta,F,745,175,256,188,126
Lavette,F,1072,77,409,375,211
Lavina,F,1290,422,309,329,230
Lavinia,F,1289,362,380,350,197
Lavita,F,613,83,171,187,172
Lavon,F,1906,751,575,361,219
Lavon,M,1679,365,346,394,574
Lavona,F,420,177,127,69,47
Lavonda,F,2877,480,958,865,574
Lavone,F,397,157,141,68,31
Lavone,M,52,5,6,7,34
Lavonia,F,748,199,209,227,113
Lavonna,F,1083,341,384,196,162
Lavonne,F,5538,2498,1762,892,386
Lavonne,M,84,17,18,30,19
Lavonya,F,239,0,38,135,66
Lavren,F,342,18,34,21,269
Lawana,F,2037,633,653,573,178
Lawanda,F,9773,1266,2315,4533,1659
Lawanda,M,6,0,0,6,0
Lawanna,F,1782,462,524,565,231
Lawayne,F,10,5,5,0,0
Lawayne,M,246,58,58,75,55
Lawerance,M,461,251,138,49,23
Lawerence,M,1746,957,416,210,163
Lawernce,M,443,244,114,66,19
Lawonda,F,302,6,82,155,59
Lawrance,M,1265,567,362,208,128
Lawren,F,348,10,5,54,279
Lawren,M,53,0,15,5,33
Lawrence,F,960,276,259,248,177
Lawrence,M,188752,91110,51342,26662,19638
Lawson,M,1208,416,296,219,277
Lawton,M,652,231,166,127,128
Layla,F,2450,19,24,1355,1052
Laymon,M,236,129,62,45,0
Layna,F,413,46,94,106,167
Layne,F,1128,267,178,182,501
Layne,M,2987,882,1025,548,532
Layton,M,1049,291,244,196,318
Lazaro,M,2369,254,362,686,1067
Lazarus,M,556,76,72,157,251
Le,F,611,104,184,119,204
Le,M,296,68,50,72,106
Lea,F,15779,2889,4493,4453,3944
Lea,M,206,61,61,42,42
Leaann,F,438,49,173,127,89
Leah,F,75904,5960,12743,21145,36056
Leah,M,262,0,32,76,154
Leaha,F,267,0,32,96,139
Leamon,M,764,322,214,134,94
Lean,F,422,33,93,102,194
Leana,F,1394,235,247,398,514
Leander,F,23,5,0,18,0
Leander,M,2075,603,576,487,409
Leandra,F,2718,187,362,696,1473
Leandra,M,29,0,0,0,29
Leandre,F,10,0,0,0,10
Leandre,M,506,10,49,145,302
Leandrea,F,358,5,40,112,201
Leandrew,M,457,121,111,94,131
Leandro,M,1384,243,313,390,438
Leane,F,431,66,161,110,94
Leann,F,17930,3411,6057,4140,4322
Leann,M,7,0,0,0,7
Leanna,F,9155,1337,1863,2261,3694
Leanna,M,5,0,0,0,5
Leanne,F,21481,3587,7066,5063,5765
Leanne,M,5,0,0,0,5
Leanora,F,466,201,131,59,75
Leasa,F,916,170,502,179,65
Leasha,F,239,0,111,68,60
Leatha,F,1685,680,619,258,128
Leatrice,F,1525,590,439,286,210
Lebron,M,271,93,70,59,49
Lecia,F,1072,217,586,166,103
Leda,F,1014,389,317,166,142
Ledell,F,5,5,0,0,0
Ledell,M,290,121,69,55,45
Lee,F,37293,13861,13100,6590,3742
Lee,M,107360,35826,30200,21546,19788
Leea,F,249,0,72,72,105
Leeann,F,9519,1357,3053,2328,2781
Leeanna,F,1380,134,246,367,633
Leeanne,F,2125,249,682,532,662
Leela,F,331,17,47,109,158
Leeland,M,310,74,67,84,85
Leena,F,599,0,46,195,358
Leeroy,M,997,281,281,208,227
Leesa,F,3663,1125,1439,622,477
Leesha,F,267,0,71,92,104
Leetta,F,200,94,69,27,10
Lehman,M,280,120,71,54,35
Lei,F,429,124,160,87,58
Lei,M,10,0,0,5,5
Leia,F,1728,16,220,518,974
Leida,F,290,64,77,89,60
Leif,F,5,0,0,0,5
Leif,M,3717,442,886,1158,1231
Leigh,F,34654,4081,10705,11411,8457
Leigh,M,2902,943,768,600,591
Leigha,F,1337,0,91,292,954
Leighann,F,1898,18,324,508,1048
Leighanna,F,223,0,0,45,178
Leighanne,F,738,12,114,209,403
Leighton,F,63,6,0,0,57
Leighton,M,1629,383,308,389,549
Leila,F,7048,1740,1578,1624,2106
Leilani,F,4693,713,1011,1315,1654
Leisa,F,4764,1212,2604,640,308
Leisha,F,1596,74,816,383,323
Leita,F,210,105,66,27,12
Leith,F,92,35,37,20,0
Leith,M,264,30,59,90,85
Leitha,F,221,88,104,29,0
Lekeisha,F,670,0,0,284,386
Lekesha,F,617,0,0,340,277
Lekeshia,F,368,0,0,176,192
Lekisha,F,860,0,0,440,420
Lela,F,5792,2382,1478,1068,864
Lelah,F,215,50,42,64,59
Leland,F,56,11,22,11,12
Leland,M,13171,5256,3528,2284,2103
Lelia,F,2463,1117,687,359,300
Lemar,M,887,121,135,230,401
Lemont,M,536,78,142,220,96
Lemuel,M,3124,1001,882,670,571
Len,F,92,52,30,10,0
Len,M,2427,829,896,494,208
Lena,F,20188,5732,5193,4680,4583
Lena,M,16,5,0,11,0
Lenae,F,360,35,99,89,137
Lenard,M,3349,1206,938,663,542
Lenda,F,432,281,109,33,9
Lendell,M,377,145,113,67,52
Lene,F,203,10,80,43,70
Lenee,F,386,40,117,98,131
Lenell,F,198,88,57,35,18
Lenell,M,362,89,82,99,92
Lenetta,F,292,112,97,59,24
Lenette,F,809,206,321,176,106
Leni,F,226,89,62,40,35
Lenice,F,236,91,73,53,19
Lenin,M,247,0,5,95,147
Lenise,F,607,133,185,147,142
Lenita,F,846,248,262,189,147
Lenn,F,6,6,0,0,0
Lenn,M,357,149,113,69,26
Lenna,F,771,269,202,155,145
Lennard,M,572,181,164,129,98
Lennette,F,300,93,126,58,23
Lennie,F,717,341,178,138,60
Lennie,M,1644,584,568,320,172
Lennis,F,104,85,14,5,0
Lennis,M,542,247,164,73,58
Lennon,F,11,0,0,0,11
Lennon,M,616,124,134,121,237
Lennox,M,231,37,52,65,77
Lenny,F,169,55,44,52,18
Lenny,M,4365,994,1514,1192,665
Lenoard,M,237,130,83,14,10
Lenora,F,10589,4588,3560,1527,914
Lenord,M,369,188,127,35,19
Lenore,F,6084,2775,1927,1030,352
Lenton,M,216,104,55,35,22
Lenwood,M,897,391,244,161,101
Leo,F,230,82,52,54,42
Leo,M,34929,15536,9487,5365,4541
Leobardo,M,723,104,93,208,318
Leodis,M,212,100,55,42,15
Leola,F,3066,1740,730,372,224
Leon,F,444,127,129,115,73
Leon,M,52645,21341,13823,9854,7627
Leona,F,12715,5641,3695,2024,1355
Leonard,F,563,179,165,128,91
Leonard,M,98264,43551,28441,15805,10467
Leonarda,F,250,90,52,53,55
Leonardo,F,22,0,0,5,17
Leonardo,M,7940,879,1400,2467,3194
Leoncio,M,206,25,33,50,98
Leondra,F,352,0,56,127,169
Leondra,M,5,0,0,5,0
Leone,F,331,200,101,18,12
Leone,M,15,5,0,10,0
Leonel,M,4078,476,633,1083,1886
Leonela,F,272,0,0,0,272
Leonette,F,200,84,65,33,18
Leonia,F,285,129,70,46,40
Leonidas,M,471,83,112,134,142
Leonides,F,12,0,0,5,7
Leonides,M,257,19,87,73,78
Leonie,F,268,73,73,58,64
Leonna,F,298,43,66,60,129
Leonor,F,2174,549,599,579,447
Leonora,F,1713,610,513,360,230
Leonore,F,380,144,107,86,43
Leontyne,F,213,26,104,40,43
Leopold,M,531,185,127,125,94
Leopoldo,M,2351,434,471,694,752
Leora,F,1850,648,468,332,402
Leota,F,678,370,182,97,29
Leotis,M,485,174,133,106,72
Lequita,F,434,61,71,143,159
Lera,F,369,154,95,56,64
Leron,M,872,73,118,350,331
Lerone,M,326,6,79,150,91
Leroy,F,407,186,110,61,50
Leroy,M,53816,24588,15220,8408,5600
Les,F,32,26,6,0,0
Les,M,2352,790,1072,307,183
Lesa,F,11022,2472,6310,1693,547
Lesa,M,12,0,12,0,0
Lesha,F,948,16,476,252,204
Leshawn,F,283,0,55,161,67
Leshawn,M,344,0,6,187,151
Leshia,F,510,0,348,91,71
Lesia,F,3117,496,2094,431,96
Leslea,F,327,50,98,105,74
Leslee,F,3503,1040,910,824,729
Leslee,M,80,18,21,31,10
Lesleigh,F,271,14,36,99,122
Lesley,F,22383,3125,5137,7719,6402
Lesley,M,2661,809,848,628,376
Lesli,F,3290,480,1190,997,623
Leslie,F,181070,43049,54453,44839,38729
Leslie,M,46163,21381,13724,7194,3864
Leslieann,F,287,0,24,66,197
Lesly,F,1152,157,331,227,437
Lesly,M,310,36,76,81,117
Leslye,F,1053,381,325,183,164
Lessie,F,1705,890,469,187,159
Lessie,M,179,99,52,23,5
Lester,F,304,147,94,46,17
Lester,M,34989,16568,9741,5110,3570
Leta,F,2994,1439,864,426,265
Letasha,F,263,0,0,97,166
Letecia,F,440,11,112,182,135
Letha,F,4144,1662,1511,671,300
Lethia,F,291,112,120,53,6
Letia,F,272,11,27,79,155
Leticia,F,30333,3704,8312,10156,8161
Leticia,M,189,0,36,75,78
Letisha,F,1623,6,116,708,793
Letisia,F,696,26,129,285,256
Letitia,F,7533,1205,2645,2482,1201
Letoya,F,258,0,0,92,166
Letrice,F,372,0,60,162,150
Letricia,F,468,64,146,166,92
Letticia,F,417,24,94,149,150
Lettie,F,1208,628,324,173,83
Letty,F,931,318,350,169,94
Levan,M,270,86,70,75,39
Levar,F,9,0,0,9,0
Levar,M,1452,0,0,952,500
Levell,M,374,111,72,96,95
Levern,F,140,102,38,0,0
Levern,M,904,506,222,106,70
Leverne,F,174,107,62,5,0
Leverne,M,354,186,117,41,10
Levert,M,238,77,65,48,48
Levester,M,395,166,120,71,38
Levette,F,241,23,103,88,27
Levi,F,169,0,0,42,127
Levi,M,19944,1997,1501,3798,12648
Levin,M,321,63,81,71,106
Leviticus,M,203,5,7,82,109
Levon,F,244,117,67,40,20
Levon,M,2141,544,368,540,689
Levonne,F,212,96,74,24,18
Levonne,M,21,0,6,5,10
Levy,M,804,253,179,159,213
Lew,F,10,10,0,0,0
Lew,M,822,394,250,106,72
Lewis,F,308,81,85,83,59
Lewis,M,43174,18133,11683,7517,5841
Lex,M,1171,529,316,162,164
Lexi,F,535,12,46,91,386
Lexie,F,1012,263,153,141,455
Lexie,M,119,67,36,11,5
Leya,F,203,0,17,82,104
Leyla,F,693,23,73,354,243
Leyna,F,233,0,0,6,227
Leza,F,284,42,137,63,42
Lezlee,F,385,97,141,88,59
Lezli,F,270,53,113,77,27
Lezlie,F,1776,496,646,380,254
Lia,F,3729,273,790,1060,1606
Liam,M,2828,117,400,784,1527
Liana,F,3871,367,637,1130,1737
Liane,F,2933,745,873,746,569
Liann,F,292,65,85,68,74
Lianna,F,799,31,93,154,521
Lianne,F,1980,396,605,399,580
Libbie,F,436,161,140,79,56
Libby,F,5746,1669,2070,1120,887
Libby,M,5,5,0,0,0
Liberty,F,1385,10,46,809,520
Liberty,M,97,5,0,75,17
Libra,F,218,0,5,194,19
Librado,M,536,137,125,139,135
Licia,F,638,93,297,143,105
Lida,F,950,356,258,175,161
Lidia,F,3604,708,830,969,1097
Lien,F,294,0,0,52,242
Liesa,F,385,104,209,62,10
Liesel,F,324,5,71,86,162
Liesl,F,931,0,377,246,308
Ligia,F,407,12,82,128,185
Liisa,F,417,69,173,114,61
Lila,F,7963,3569,1905,1234,1255
Lilah,F,403,74,60,121,148
Lili,F,1052,348,263,201,240
Lilia,F,4169,712,923,1353,1181
Lilia,M,5,0,0,0,5
Lilian,F,1697,190,315,475,717
Liliana,F,6003,77,331,1633,3962
Liliana,M,77,0,0,5,72
Lilibeth,F,235,0,0,34,201
Lilla,F,356,158,108,64,26
Lilli,F,562,231,172,60,99
Lillia,F,291,107,74,43,67
Lilliam,F,453,95,166,110,82
Lillian,F,37869,16509,10606,5364,5390
Lillian,M,137,51,57,15,14
Lilliana,F,768,20,85,218,445
Lillie,F,15903,9622,3873,1404,1004
Lillie,M,50,33,17,0,0
Lilly,F,3894,1416,1134,630,714
Lily,F,6502,1426,1148,1220,2708
Lily,M,6,0,0,0,6
Lin,F,561,269,166,45,81
Lin,M,422,205,142,38,37
Lina,F,4078,746,909,1050,1373
Lina,M,5,0,0,0,5
Lincoln,F,16,0,0,0,16
Lincoln,M,4554,818,1260,1318,1158
Linda,F,858537,564364,225454,45900,22819
Linda,M,2239,1169,684,224,162
Linde,F,355,103,80,106,66
Lindee,F,218,37,36,47,98
Lindell,F,205,148,35,22,0
Lindell,M,1104,491,293,186,134
Linden,F,346,98,31,28,189
Linden,M,932,391,231,127,183
Linder,F,216,146,70,0,0
Lindi,F,754,125,134,209,286
Lindia,F,284,186,93,5,0
Lindie,F,260,62,37,76,85
Lindley,F,298,11,31,35,221
Lindley,M,197,102,62,23,10
Lindon,M,381,151,97,60,73
Lindsay,F,82380,948,583,12358,68491
Lindsay,M,2927,1047,814,408,658
Lindsey,F,80796,602,520,7734,71940
Lindsey,M,4252,1412,1049,708,1083
Lindsi,F,422,0,0,53,369
Lindsie,F,442,0,0,43,399
Lindsy,F,1157,0,0,153,1004
Lindy,F,5401,1234,922,1468,1777
Lindy,M,746,383,207,95,61
Linell,F,215,141,29,40,5
Linell,M,120,40,26,31,23
Linette,F,3117,620,1077,956,464
Linford,M,242,100,73,32,37
Linh,F,622,0,0,64,558
Linh,M,156,0,0,16,140
Link,M,399,73,153,138,35
Linn,F,631,305,198,83,45
Linn,M,655,339,180,89,47
Linna,F,275,88,54,32,101
Linnea,F,3309,990,682,700,937
Linnette,F,829,219,269,202,139
Linnie,F,921,488,240,128,65
Linnie,M,268,101,102,50,15
Lino,M,1456,293,360,363,440
Linsay,F,425,0,0,55,370
Linsey,F,2605,15,8,423,2159
Linsey,M,101,48,25,5,23
Linton,M,814,308,212,153,141
Linus,M,759,281,234,138,106
Linwood,M,4999,2316,1398,805,480
Linzi,F,223,0,0,29,194
Linzy,F,231,0,0,21,210
Linzy,M,196,89,68,12,27
Lionel,F,34,5,0,0,29
Lionel,M,12892,3632,3466,2426,3368
Lionell,M,982,286,249,199,248
Lis,F,210,29,83,53,45
Lisa,F,924111,95824,496987,228690,102610
Lisa,M,2710,188,1292,804,426
Lisaann,F,560,14,296,154,96
Lisabeth,F,1052,332,385,186,149
Lisamarie,F,1213,7,250,326,630
Lisandra,F,719,26,108,283,302
Lisandro,M,311,7,11,123,170
Lisanne,F,387,65,185,66,71
Lisbeth,F,1749,598,441,296,414
Lise,F,2564,1084,1006,334,140
Liset,F,378,0,16,90,272
Lisette,F,4718,263,1048,1737,1670
Lisha,F,2101,33,1157,530,381
Lissa,F,3040,761,989,693,597
Lisset,F,328,0,20,94,214
Lissett,F,298,0,23,121,154
Lissette,F,4166,28,761,1624,1753
Lissette,M,5,0,0,0,5
Liston,M,261,111,73,41,36
Lita,F,1897,779,674,238,206
Litisha,F,234,0,5,123,106
Little,F,134,30,29,47,28
Little,M,770,167,210,248,145
Liv,F,217,10,5,129,73
Livia,F,1041,276,248,266,251
Livingston,M,238,92,59,26,61
Liz,F,6421,1761,3392,657,611
Liza,F,10802,763,2694,4263,3082
Liza,M,14,0,0,9,5
Lizabeth,F,3660,1325,1129,611,595
Lizanne,F,398,154,196,21,27
Lizbeth,F,2841,632,452,512,1245
Lizet,F,625,0,17,114,494
Lizeth,F,1050,0,0,208,842
Lizett,F,358,0,0,59,299
Lizette,F,4996,234,1147,1161,2454
Lizette,M,5,0,0,0,5
Lizzette,F,897,10,233,261,393
Lizzie,F,3443,1765,844,466,368
Llewellyn,F,24,24,0,0,0
Llewellyn,M,1138,421,326,232,159
Lloyd,F,224,92,64,23,45
Lloyd,M,45460,20619,13430,6813,4598
Lluvia,F,232,0,0,48,184
Loan,F,324,0,0,56,268
Loann,F,209,137,72,0,0
Logan,F,1455,0,0,106,1349
Logan,M,16547,532,547,1485,13983
Loida,F,428,76,121,130,101
Lois,F,53735,36200,13254,2884,1397
Lois,M,332,147,91,52,42
Lola,F,10850,5542,2864,1591,853
Loleta,F,395,123,119,119,34
Loletha,F,234,55,96,65,18
Lolita,F,5485,978,2496,1348,663
Loma,F,318,184,113,11,10
Lon,F,15,5,10,0,0
Lon,M,5384,2396,1723,898,367
Lona,F,2916,1171,946,503,296
Londa,F,1418,446,568,291,113
Londell,M,383,65,79,156,83
London,F,651,0,78,161,412
London,M,847,70,180,202,395
Lonell,M,480,145,112,109,114
Lonetta,F,208,37,82,65,24
Long,M,877,0,0,146,731
Loni,F,2811,286,435,356,1734
Loni,M,108,16,37,42,13
Lonie,F,206,94,68,12,32
Lonie,M,203,88,63,42,10
Lonita,F,262,80,95,57,30
Lonn,M,344,111,134,90,9
Lonna,F,2141,731,789,409,212
Lonnell,M,726,131,171,227,197
Lonney,M,212,82,76,43,11
Lonni,F,326,111,77,69,69
Lonni,M,19,5,14,0,0
Lonnie,F,2640,1149,767,429,295
Lonnie,M,49102,19198,15120,9649,5135
Lonny,F,56,25,26,0,5
Lonny,M,4777,1576,1767,1052,382
Lonzell,M,264,93,31,85,55
Lonzie,M,243,114,76,36,17
Lonzo,M,1089,447,260,220,162
Lora,F,32374,6305,14170,7769,4130
Lora,M,75,7,51,12,5
Lorain,F,288,145,112,31,0
Loraine,F,4773,2128,1544,688,413
Loralee,F,1063,319,362,241,141
Loralie,F,310,75,121,81,33
Loralyn,F,307,120,139,38,10
Loran,F,383,50,92,58,183
Loran,M,1236,453,403,209,171
Lorayne,F,222,124,79,14,5
Lore,F,860,296,375,122,67
Loreal,F,699,0,0,140,559
Lorean,F,223,123,35,0,65
Loredana,F,236,5,59,92,80
Loree,F,2046,588,834,421,203
Loreen,F,2281,865,993,276,147
Lorelei,F,3351,1269,1020,633,429
Loreli,F,221,88,85,25,23
Lorelle,F,443,115,108,120,100
Loren,F,5322,635,1082,951,2654
Loren,M,20612,6617,6353,4010,3632
Lorena,F,17607,1655,3534,5860,6558
Lorena,M,161,0,5,51,105
Lorenda,F,705,153,282,172,98
Lorene,F,7029,3368,2309,885,467
Lorene,M,10,0,10,0,0
Lorenz,M,309,100,85,70,54
Lorenza,F,1039,317,263,242,217
Lorenza,M,1706,648,464,382,212
Lorenzo,F,259,18,66,78,97
Lorenzo,M,23287,4911,5923,5381,7072
Loreta,F,292,134,94,47,17
Loretha,F,903,380,331,137,55
Loretta,F,64383,30394,22070,8640,3279
Loretta,M,175,80,80,10,5
Lorette,F,420,202,153,60,5
Lorey,F,260,55,131,59,15
Lori,F,332052,56070,176560,77777,21645
Lori,M,853,98,412,261,82
Loria,F,1318,122,802,269,125
Loriann,F,3247,154,1763,901,429
Lorianne,F,1267,69,539,396,263
Lorie,F,20642,3466,10619,5292,1265
Lorie,M,70,21,37,12,0
Lorien,F,488,0,38,247,203
Lorilee,F,767,216,312,157,82
Lorilyn,F,283,88,114,76,5
Lorin,F,1294,136,245,277,636
Lorin,M,2184,665,712,445,362
Lorina,F,916,135,251,261,269
Lorinda,F,3763,973,1443,973,374
Lorine,F,1540,708,539,211,82
Loring,F,22,12,0,10,0
Loring,M,416,198,129,63,26
Loris,F,494,250,135,80,29
Loris,M,76,40,31,0,5
Lorisa,F,277,13,62,106,96
Lorissa,F,548,0,48,220,280
Lorita,F,885,332,306,184,63
Lorn,M,319,102,105,77,35
Lorna,F,13616,6649,4652,1396,919
Lorna,M,15,0,15,0,0
Lorne,F,33,6,17,0,10
Lorne,M,2817,243,1441,660,473
Lorra,F,420,69,200,103,48
Lorrain,F,272,105,115,34,18
Lorraine,F,66955,33593,22251,7002,4109
Lorraine,M,164,83,69,5,7
Lorre,F,398,139,222,37,0
Lorretta,F,1332,479,484,271,98
Lorri,F,7904,1964,4564,1143,233
Lorriane,F,434,105,187,107,35
Lorrie,F,16229,4335,8235,3063,596
Lorrie,M,50,34,16,0,0
Lorrine,F,398,168,155,53,22
Lorry,F,941,311,414,165,51
Lorry,M,106,90,16,0,0
Lory,F,1920,533,762,442,183
Lory,M,115,90,25,0,0
Loryn,F,342,26,34,72,210
Lotoya,F,443,0,0,147,296
Lottie,F,3256,1680,859,423,294
Lou,F,13065,9084,3037,767,177
Lou,M,1352,513,413,259,167
Louann,F,3626,1739,1276,439,172
Louanna,F,441,159,145,101,36
Louanne,F,1154,564,416,130,44
Loucinda,F,204,52,86,50,16
Louella,F,1995,1150,508,214,123
Louetta,F,282,171,88,23,0
Louie,F,268,116,81,49,22
Louie,M,9023,3437,2495,1771,1320
Louis,F,817,254,210,176,177
Louis,M,118814,47933,33382,20145,17354
Louisa,F,4890,1442,1371,1005,1072
Louise,F,41629,25852,10894,2918,1965
Louise,M,432,160,112,61,99
Loura,F,428,81,204,93,50
Lourdes,F,8633,1475,3064,2235,1859
Lourdes,M,63,0,12,28,23
Lourie,F,558,75,310,141,32
Louvenia,F,781,459,192,83,47
Love,F,484,22,62,261,139
Love,M,121,28,5,59,29
Lovell,F,92,52,22,12,6
Lovell,M,1229,374,309,315,231
Lovella,F,336,153,100,66,17
Lovely,F,321,49,25,88,159
Lovetta,F,438,154,159,79,46
Lovette,F,301,36,94,104,67
Lovie,F,965,408,226,178,153
Lovie,M,169,54,61,16,38
Lovina,F,472,102,102,113,155
Lowanda,F,333,68,125,128,12
Lowell,F,33,23,0,0,10
Lowell,M,10810,4916,3374,1532,988
Loy,F,256,161,74,21,0
Loy,M,1002,451,285,178,88
Loyal,M,633,254,206,97,76
Loyce,F,677,446,184,34,13
Loyce,M,143,82,40,21,0
Loyd,M,4378,2112,1212,653,401
Ltanya,F,506,208,160,128,10
Lu,F,2893,2021,747,100,25
Luan,F,329,214,115,0,0
Luan,M,104,0,0,25,79
Luana,F,1741,624,604,304,209
Luann,F,13741,8621,4116,763,241
Luann,M,6,6,0,0,0
Luanna,F,860,301,331,149,79
Luanne,F,7014,4148,2334,385,147
Luba,F,270,174,81,15,0
Luc,M,345,34,86,69,156
Luca,F,14,0,0,0,14
Luca,M,421,0,48,121,252
Lucas,F,168,0,0,42,126
Lucas,M,36101,339,857,8817,26088
Lucero,F,512,0,10,113,389
Lucero,M,24,0,0,0,24
Luci,F,1027,208,418,236,165
Lucia,F,10865,2501,2547,2476,3341
Lucia,M,61,0,5,12,44
Lucian,F,11,0,0,11,0
Lucian,M,1320,448,300,272,300
Luciana,F,1660,54,122,1082,402
Luciano,M,2272,403,503,588,778
Lucie,F,1291,520,347,195,229
Lucien,M,1528,518,345,321,344
Lucienne,F,243,84,65,33,61
Lucila,F,1149,259,273,286,331
Lucile,F,1060,708,218,80,54
Lucilla,F,296,116,83,64,33
Lucille,F,18921,12048,4418,1402,1053
Lucille,M,20,20,0,0,0
Lucina,F,442,78,104,124,136
Lucinda,F,21532,8988,6697,3644,2203
Lucinda,M,11,11,0,0,0
Lucio,M,1813,339,370,500,604
Lucious,M,1331,589,299,250,193
Lucius,M,2017,737,513,413,354
Lucky,F,87,41,13,5,28
Lucky,M,1150,355,320,243,232
Lucrecia,F,617,75,148,239,155
Lucretia,F,5273,1311,1552,1568,842
Lucus,M,577,0,10,179,388
Lucy,F,30742,13644,8671,3700,4727
Lucy,M,79,43,6,6,24
Ludivina,F,359,71,91,131,66
Ludwig,M,466,175,134,75,82
Lue,F,927,626,242,54,5
Lue,M,175,62,14,18,81
Luella,F,1793,947,502,212,132
Luellen,F,239,144,90,5,0
Luetta,F,233,147,69,12,5
Lugene,F,384,329,55,0,0
Lugene,M,282,143,85,31,23
Luigi,M,1751,160,513,564,514
Luis,F,834,75,132,241,386
Luis,M,87110,9790,15907,23966,37447
Luisa,F,4290,715,974,1131,1470
Luisa,M,25,0,0,12,13
Luisana,F,352,0,0,0,352
Luiz,M,930,81,135,240,474
Lukas,M,2392,0,46,446,1900
Luke,F,224,0,0,46,178
Luke,M,43706,2308,4071,10283,27044
Lukus,M,212,0,0,43,169
Lula,F,5903,3819,1373,501,210
Lulu,F,502,213,145,113,31
Luna,F,255,44,29,67,115
Lupe,F,5735,2287,1971,964,513
Lupe,M,2166,832,715,392,227
Lupita,F,1785,379,390,435,581
Lura,F,1631,626,470,283,252
Lurdes,F,296,12,105,107,72
Lus,F,346,20,92,137,97
Luster,M,256,147,79,24,6
Luther,F,57,41,16,0,0
Luther,M,15097,6479,4069,2615,1934
Lutricia,F,586,263,177,140,6
Luvenia,F,753,384,204,98,67
Luwana,F,276,102,112,56,6
Luz,F,12528,1782,3404,3882,3460
Luz,M,398,79,89,105,125
Lyda,F,524,218,148,70,88
Lydell,M,1308,153,304,503,348
Lydia,F,45005,14613,11709,7612,11071
Lydia,M,130,22,28,29,51
Lyla,F,1056,441,210,190,215
Lyle,F,197,121,39,31,6
Lyle,M,19058,8304,5259,2959,2536
Lyman,M,1822,800,487,308,227
Lyn,F,5186,2448,1787,699,252
Lyn,M,941,439,302,146,54
Lyna,F,311,67,57,62,125
Lynae,F,639,70,184,160,225
Lynann,F,276,80,119,59,18
Lynda,F,45025,22689,15694,4349,2293
Lynda,M,61,42,11,8,0
Lynde,F,357,37,61,124,135
Lyndee,F,517,48,69,161,239
Lyndel,F,89,63,19,0,7
Lyndel,M,208,90,105,13,0
Lyndell,F,363,159,102,72,30
Lyndell,M,963,299,315,201,148
Lynden,F,55,21,0,0,34
Lynden,M,346,131,96,35,84
Lyndi,F,888,28,79,257,524
Lyndia,F,552,283,150,52,67
Lyndie,F,282,15,12,106,149
Lyndon,F,11,0,5,0,6
Lyndon,M,4426,1107,2034,473,812
Lyndsay,F,3890,0,0,532,3358
Lyndsey,F,6487,0,16,637,5834
Lyndsey,M,27,0,0,0,27
Lyndsi,F,521,0,0,44,477
Lyndsie,F,580,0,0,36,544
Lyndsy,F,371,0,0,48,323
Lyndy,F,221,23,32,72,94
Lynee,F,258,32,98,74,54
Lynell,F,1447,469,456,354,168
Lynell,M,508,123,133,122,130
Lynelle,F,1619,385,614,386,234
Lynett,F,400,96,151,95,58
Lynetta,F,1234,332,420,311,171
Lynette,F,33687,10128,12751,7279,3529
Lynette,M,53,6,24,23,0
Lynita,F,348,59,143,86,60
Lynley,F,281,0,85,83,113
Lynn,F,142367,66049,51931,17609,6778
Lynn,M,23590,13774,6373,2323,1120
Lynna,F,975,274,258,253,190
Lynnae,F,684,124,185,184,191
Lynnann,F,291,40,122,94,35
Lynnda,F,411,287,106,13,5
Lynne,F,43830,22194,16907,3341,1388
Lynne,M,182,97,85,0,0
Lynnea,F,754,156,161,185,252
Lynnell,F,466,145,151,120,50
Lynnelle,F,256,68,91,57,40
Lynnett,F,257,55,100,85,17
Lynnetta,F,488,121,158,150,59
Lynnette,F,12232,3445,4711,2703,1373
Lynnsey,F,288,0,0,18,270
Lynsay,F,221,0,0,43,178
Lynsey,F,2471,0,13,387,2071
Lynsi,F,249,0,0,26,223
Lynsie,F,421,0,0,30,391
Lynwood,M,1624,735,457,275,157
Lyra,F,280,19,39,108,114
Lysa,F,589,76,231,144,138
Lysandra,F,316,0,43,109,164
Lysette,F,281,0,43,94,144
Lyssa,F,614,51,89,113,361
Ma,F,229,31,33,40,125
Mabel,F,4358,1836,1053,690,779
Mable,F,4102,2659,950,308,185
Mac,M,2500,929,541,647,383
Macario,M,880,192,183,240,265
Macarthur,M,540,131,148,151,110
Mace,M,476,122,204,107,43
Maceo,M,769,158,139,308,164
Macey,F,362,0,30,105,227
Machele,F,381,66,209,98,8
Machell,F,515,79,273,141,22
